,Energy,dG/de1,dH/de1,alpha
0,1e-05,0.37468421332644086,-0.06549813165119218,0.1748088905846893
1,0.004096250501002003,0.21566296060674997,0.02038206389929063,-0.09450887552478818
2,0.008182501002004006,0.20732541471520638,0.03467094159557904,-0.1672295779232129
3,0.01226875150300601,0.2043852603239001,0.045003733258195566,-0.22019069861924379
4,0.016355002004008013,0.20348534491878786,0.053568054066446824,-0.2632526390921476
5,0.020441252505010016,0.20367449356051787,0.06111488646610424,-0.30006156096293496
6,0.02452750300601202,0.20454271747253258,0.06799990322621231,-0.3324484199020374
7,0.028613753507014023,0.20586852917166198,0.07442091522094345,-0.3614972891698668
8,0.03270000400801603,0.20752235841279712,0.08049916434998201,-0.38790598259227344
9,0.03678625450901803,0.20941935569601283,0.08631432005730341,-0.4121601834292472
10,0.04087250501002004,0.21150231013939158,0.0919213449037435,-0.4346115408534418
11,0.04495875551102204,0.21373072844984367,0.0973596968108493,-0.4555250315056909
12,0.049045006012024044,0.2160736805703831,0.1026586548489004,-0.4751094838478522
13,0.05313125651302605,0.2185097061729135,0.10784043305638141,-0.4935269693285109
14,0.05721750701402805,0.22102338261553295,0.11292230768813726,-0.5109066124671705
15,0.061303757515030054,0.22359844409822335,0.11791806156250337,-0.5273653045219929
16,0.06539000801603205,0.226227756261062,0.12283867000999218,-0.5429867317794506
17,0.06947625851703405,0.2289000784217027,0.12769321265983966,-0.5578556964257146
18,0.07356250901803606,0.23161150928081886,0.13248909537251788,-0.5720315703822845
19,0.07764875951903806,0.23435347701161838,0.13723259415996122,-0.5855795096786968
20,0.08173501002004006,0.23712475356143012,0.1419289177351946,-0.59854112910412
21,0.08582126052104207,0.23991836641834502,0.14658256551790688,-0.610968504438344
22,0.08990751102204407,0.2427332571677653,0.15119734206540117,-0.6228950405460962
23,0.09399376152304607,0.24556666301518332,0.15577654082352008,-0.6343554084696279
24,0.09808001202404808,0.248414305670029,0.16032303653075622,-0.6453856838008145
25,0.10216626252505008,0.25127665355512185,0.1648392999082316,-0.65600722381505
26,0.10625251302605208,0.25415120461588153,0.1693275149962807,-0.666247147056409
27,0.11033876352705409,0.25703497956288424,0.17378960785527645,-0.6761321285951992
28,0.11442501402805609,0.25992861872863166,0.17822725523434846,-0.6856776914604378
29,0.1185112645290581,0.2628309888959664,0.18264195223910165,-0.6949026559094023
30,0.1225975150300601,0.2657393166030331,0.18703503734832536,-0.7038289995594523
31,0.12668376553106211,0.26865358369909315,0.19140768457965443,-0.7124702449308906
32,0.13077001603206412,0.2715739820986103,0.19576093937089842,-0.7208383434161831
33,0.13485626653306612,0.27449918360429576,0.20009574625993584,-0.7289484202925128
34,0.13894251703406812,0.27742732826184663,0.2044129545921745,-0.7368162173239172
35,0.14302876753507013,0.2803587586751163,0.20871330802682286,-0.7444508208451687
36,0.14711501803607213,0.2832936277146806,0.21299747457033694,-0.7518611565271688
37,0.15120126853707413,0.28623115556841633,0.21726606172888288,-0.7590580462752976
38,0.15528751903807614,0.2891698547166212,0.22151962195629757,-0.7660536475123969
39,0.15937376953907814,0.2921094972238568,0.22575863722049105,-0.7728562041496444
40,0.16346002004008015,0.29505047475357726,0.22998353253286688,-0.7794718267270929
41,0.16754627054108215,0.29799261592961446,0.23419469495499773,-0.785907711922346
42,0.17163252104208415,0.30093518584624884,0.23839247847444334,-0.792172167585085
43,0.17571877154308616,0.3038770989378171,0.24257720480923245,-0.7982740576935395
44,0.17980502204408816,0.3068183054856794,0.24674914382291221,-0.8042191075669999
45,0.18389127254509016,0.30975908316944734,0.25090852908046823,-0.8100118534481001
46,0.18797752304609217,0.31269935738656535,0.2550555725464315,-0.8156574886437218
47,0.19206377354709417,0.31563870621556056,0.25919046734323775,-0.8211618608214281
48,0.19615002404809617,0.3185763722221951,0.263313390084224,-0.8265314475380263
49,0.20023627454909818,0.3215117858842068,0.2674244903994481,-0.8317719665050215
50,0.20432252505010018,0.32444514619089365,0.2715238788401882,-0.8368868575411875
51,0.20840877555110218,0.3273765525402054,0.27561165013045597,-0.8418796275784224
52,0.21249502605210419,0.3303058871354542,0.2796878878202862,-0.846754171552473
53,0.2165812765531062,0.3332328195760361,0.28375266578175623,-0.8515147641902971
54,0.2206675270541082,0.3361568110820327,0.2878060495721727,-0.8561660513311422
55,0.2247537775551102,0.33907728885918414,0.29184809157000935,-0.8607125901941823
56,0.2288400280561122,0.3419942724207,0.2958788098035629,-0.8651572077780041
57,0.2329262785571142,0.3449078578823252,0.2998982075998553,-0.8695023924394725
58,0.2370125290581162,0.34781800662646517,0.3039062822253281,-0.8737508594593968
59,0.2410987795591182,0.35072454779734047,0.30790302577720546,-0.8779055464207809
60,0.2451850300601202,0.3536271806353998,0.31188842600281563,-0.8819696083383984
61,0.24927128056112222,0.3565254766547426,0.31586246705401855,-0.8859464126315385
62,0.2533575310621242,0.3594189647666599,0.3198251257992268,-0.8898393160941354
63,0.25744378156312625,0.3623075775778736,0.32377634902475494,-0.8936505032251587
64,0.2615300320641282,0.3651913571718232,0.3277160696545466,-0.8973817786721485
65,0.2656162825651302,0.36807026266634874,0.3316442175433043,-0.9010350772182207
66,0.26970253306613223,0.3709441711603146,0.33556072001933673,-0.9046124622195887
67,0.27378878356713426,0.3738128790089019,0.33946550236819395,-0.908116122880052
68,0.27787503406813624,0.37667610302650495,0.34335848828177157,-0.9115483714601641
69,0.2819612845691382,0.3795334816245007,0.34723960027567574,-0.9149116404418424
70,0.28604753507014025,0.3823846264551914,0.3511087572492075,-0.9182083508536427
71,0.2901337855711423,0.38522943270220555,0.35496585755202437,-0.921440127412134
72,0.29422003607214425,0.38806789148598736,0.35881078987545695,-0.9246082908366903
73,0.29830628657314623,0.39089994309890524,0.36264344182944275,-0.927714235398819
74,0.30239253707414826,0.3937254771771105,0.3664637002760672,-0.9307594288881131
75,0.3064787875751503,0.39654433339987727,0.3702714516119541,-0.9337454111053216
76,0.31056503807615227,0.3993563021568859,0.3740665820324345,-0.9366737923306481
77,0.31465128857715424,0.40216112518662067,0.3778489777787745,-0.9395462517751704
78,0.3187375390781563,0.4049584961887912,0.38161852536965246,-0.942364536023322
79,0.3228237895791583,0.4077480850022085,0.38537510900060257,-0.9451303958877336
80,0.3269100400801603,0.410529742176679,0.38911858638562097,-0.9478450558112222
81,0.33099629058116226,0.41330340782503705,0.39284879991139426,-0.9505094622343356
82,0.3350825410821643,0.41606899133410585,0.396565591250399,-0.9531246007515001
