,Energy,dG/de1,dG/dT,dH/de1,alpha
0,1e-05,2.5697953065836336,0.0,-0.950414798849366,0.3698406625673533
1,0.004936072144288576,1.5328128218710604,0.008871043173303115,0.1352357899566567,-0.08822720427897926
2,0.009862144288577153,1.4736189288084454,0.016173286483940123,0.28006095749211585,-0.19004978289643074
3,0.01478821643286573,1.4455563317258975,0.023151795748169147,0.3789300467284992,-0.2621344034902342
4,0.019714288577154307,1.4285211059117837,0.029984848052757727,0.4571235844757183,-0.31999778133060874
5,0.024640360721442885,1.4170070988429722,0.036749352602465014,0.5229721517370006,-0.3690681240510529
6,0.02956643286573146,1.4087342891595271,0.04345622022445809,0.580376322740264,-0.4119842380542363
7,0.03449250501002004,1.4025644811065292,0.05015093540032626,0.6315219249865048,-0.4502623112830267
8,0.03941857715430862,1.3978365011799805,0.056908193139621886,0.6777836458494625,-0.4848804887247636
9,0.044344649298597195,1.3941484572364629,0.06362137698507651,0.7200906103691658,-0.5165092760612872
10,0.04927072144288577,1.3912271082342218,0.07035376930210664,0.7591053411343872,-0.5456372555145662
11,0.05419679358717435,1.3888829273651586,0.07707247785560042,0.7953179031932579,-0.5726313482030129
12,0.05912286573146292,1.3869825003261183,0.08385647506136129,0.829101606510916,-0.5977736606741405
13,0.0640489378757515,1.3854123387415176,0.09067143364608067,0.8607495359250005,-0.6212948389841028
14,0.06897501002004007,1.3840824217430892,0.09752373890241195,0.8904954981687583,-0.6433832871363859
15,0.07390108216432865,1.3829459057247557,0.10447739411411942,0.9185272874947735,-0.6641816456395697
16,0.07882715430861723,1.381926298223874,0.1114100604079099,0.9450030678240533,-0.6838302947404807
17,0.0837532264529058,1.381004692791791,0.11838312142726262,0.9700513413542976,-0.7024243627972586
18,0.08867929859719438,1.3801213861588864,0.12539585118508978,0.993784367416582,-0.7200702614879795
19,0.09360537074148295,1.3792703042417112,0.13244966267789077,1.0162947081660905,-0.736835053318156
20,0.09853144288577154,1.378406043052155,0.1395443307338177,1.0376652028029336,-0.7528008223942989
21,0.10345751503006011,1.3775213216823825,0.14667895547071602,1.0579658340879083,-0.7680213855389204
22,0.10838358717434869,1.3765977007619639,0.1538524185824123,1.077258763407076,-0.782551621879653
23,0.11330965931863726,1.3756083591049264,0.1610692662064462,1.095599741355712,-0.7964474293167214
24,0.11823573146292583,1.3745571956285492,0.16832323610435027,1.11303668774383,-0.8097419963924217
25,0.12316180360721442,1.3734250972531448,0.17561280117361683,1.1296138717976576,-0.8224794159192879
26,0.12808787575150302,1.372196778989455,0.18294557840628828,1.1453711596681833,-0.8346989128714354
27,0.13301394789579157,1.370877241475832,0.19031173647839122,1.1603436793654776,-0.8464242050705414
28,0.13794002004008016,1.3694562860359365,0.19771457596647754,1.1745641953175598,-0.8576865193101444
29,0.14286609218436874,1.3679184618818743,0.2051480491815631,1.1880630447482223,-0.8685189050769729
30,0.14779216432865733,1.366268297482229,0.21261912914475434,1.2008672959487574,-0.8789395890702624
31,0.15271823647294588,1.3645053958420226,0.22012064797460063,1.2130021601358425,-0.8889683865173073
32,0.15764430861723447,1.3626194667840301,0.2276528752011296,1.2244914598987775,-0.898630534604607
33,0.16257038076152305,1.3606044047860533,0.23521634287852577,1.2353572586013883,-0.9079474197319247
34,0.1674964529058116,1.3584654964090788,0.242808452437332,1.2456197873986654,-0.9169314868072057
35,0.1724225250501002,1.3562029892452503,0.2504256516687438,1.2552981936487098,-0.9255975717523703
36,0.17734859719438878,1.353811197811224,0.25806771589195776,1.264410705752109,-0.9339638405978224
37,0.18227466933867736,1.3512845322629954,0.2657353508241585,1.2729745529861098,-0.9420477498208761
38,0.18720074148296592,1.3486273648519316,0.27342430517603167,1.2810057506074801,-0.9498589336040384
39,0.1921268136272545,1.3458425383510324,0.2811344039247559,1.2885195489270789,-0.9574073580002996
40,0.1970528857715431,1.3429292694318944,0.2888652059582559,1.2955305611872718,-0.9647049853454502
41,0.20197895791583165,1.3398835750306561,0.2966131570900808,1.3020527990214574,-0.9717656244809679
42,0.20690503006012023,1.3367040795602,0.3043776501623869,1.308099627373279,-0.9786007594168992
